,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
172,173,Same Day,239.98,2,0.0,52.7956,Home Office,South,Georgia,Bookcases                                         ,Furniture,5,Donnerstag,2,2015,5,Donnerstag,2,2015,0
173,174,Standard Class,191.984,2,0.2,4.7996,Consumer,East,New York,Bookcases                                         ,Furniture,25,Sonntag,12,2016,29,Donnerstag,12,2016,4
174,175,Standard Class,299.975,5,0.5,-167.986,Consumer,East,Ohio,Bookcases                                         ,Furniture,30,Montag,3,2015,3,Freitag,4,2015,4
175,176,Standard Class,509.9575,5,0.15,41.9965,Corporate,West,California,Bookcases                                         ,Furniture,14,Mittwoch,5,2014,19,Montag,5,2014,5
176,177,Standard Class,287.976,3,0.2,7.1994,Corporate,East,New York,Bookcases                                         ,Furniture,13,Dienstag,12,2016,18,Sonntag,12,2016,5
177,178,Standard Class,352.45,5,0.5,-211.47,Home Office,East,Pennsylvania,Bookcases                                         ,Furniture,5,Samstag,4,2014,10,Donnerstag,4,2014,5
178,179,First Class,239.666,2,0.15,14.097999999999999,Consumer,West,California,Bookcases                                         ,Furniture,18,Donnerstag,6,2015,20,Samstag,6,2015,2
179,180,First Class,493.43,5,0.3,-70.49,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Freitag,9,2013,23,Montag,9,2013,3
180,181,First Class,383.4656,4,0.32,-67.6704,Home Office,Central,Texas,Bookcases                                         ,Furniture,19,Mittwoch,3,2014,22,Samstag,3,2014,3
181,182,Same Day,599.165,5,0.15,35.245,Home Office,West,California,Bookcases                                         ,Furniture,15,Montag,6,2015,15,Montag,6,2015,0
182,183,Second Class,239.666,2,0.15,14.097999999999999,Consumer,West,California,Bookcases                                         ,Furniture,3,Samstag,9,2016,7,Mittwoch,9,2016,4
183,184,Second Class,1198.33,10,0.15,70.49,Home Office,West,California,Bookcases                                         ,Furniture,18,Montag,3,2013,21,Donnerstag,3,2013,3
184,185,Standard Class,119.833,1,0.15,7.0489999999999995,Home Office,West,California,Bookcases                                         ,Furniture,9,Dienstag,7,2013,14,Sonntag,7,2013,5
185,186,Second Class,301.47,3,0.5,-241.176,Consumer,East,Ohio,Bookcases                                         ,Furniture,25,Mittwoch,3,2015,27,Freitag,3,2015,2
186,187,Standard Class,1406.86,7,0.0,140.686,Consumer,West,Utah,Bookcases                                         ,Furniture,31,Samstag,5,2014,4,Mittwoch,6,2014,4
187,188,Standard Class,683.332,4,0.15,-40.196,Consumer,West,California,Bookcases                                         ,Furniture,13,Donnerstag,11,2014,17,Montag,11,2014,4
188,189,Standard Class,512.499,3,0.15,-30.147,Consumer,West,California,Bookcases                                         ,Furniture,2,Sonntag,11,2014,6,Donnerstag,11,2014,4
189,190,Standard Class,160.98,1,0.0,20.9274,Corporate,Central,Michigan,Bookcases                                         ,Furniture,25,Donnerstag,12,2014,1,Donnerstag,1,2015,7
190,191,Standard Class,328.3992,3,0.32,-91.7586,Consumer,Central,Texas,Bookcases                                         ,Furniture,19,Mittwoch,10,2016,24,Montag,10,2016,5
191,192,First Class,141.96,2,0.0,39.7488,Corporate,Central,South Dakota,Bookcases                                         ,Furniture,26,Samstag,1,2013,29,Dienstag,1,2013,3
192,193,Standard Class,120.666,2,0.15,18.4548,Consumer,West,California,Bookcases                                         ,Furniture,3,Freitag,10,2014,8,Mittwoch,10,2014,5
193,194,First Class,241.332,5,0.32,-14.196,Consumer,Central,Texas,Bookcases                                         ,Furniture,15,Sonntag,3,2015,18,Mittwoch,3,2015,3
194,195,First Class,177.45,5,0.5,-78.078,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,29,Mittwoch,7,2015,30,Donnerstag,7,2015,1
195,196,First Class,141.96,2,0.0,39.7488,Consumer,West,Washington,Bookcases                                         ,Furniture,13,Donnerstag,3,2014,15,Samstag,3,2014,2
196,197,Second Class,35.49,1,0.5,-15.6156,Consumer,East,Ohio,Bookcases                                         ,Furniture,3,Freitag,10,2014,6,Montag,10,2014,3
197,198,Second Class,349.965,7,0.5,-216.9783,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,10,Freitag,5,2013,14,Dienstag,5,2013,4
198,199,First Class,199.98,2,0.0,37.9962,Consumer,West,Washington,Bookcases                                         ,Furniture,30,Sonntag,10,2016,2,Mittwoch,11,2016,3
199,200,First Class,89.991,3,0.7,-152.9847,Consumer,West,Colorado,Bookcases                                         ,Furniture,5,Donnerstag,5,2016,6,Freitag,5,2016,1
200,201,Second Class,254.9745,3,0.15,11.9988,Consumer,West,California,Bookcases                                         ,Furniture,12,Donnerstag,12,2013,14,Samstag,12,2013,2
201,202,Standard Class,299.97,3,0.0,56.9943,Consumer,East,Delaware,Bookcases                                         ,Furniture,13,Donnerstag,11,2014,19,Mittwoch,11,2014,6
202,203,Standard Class,67.9932,1,0.32,-12.9987,Corporate,Central,Texas,Bookcases                                         ,Furniture,12,Dienstag,11,2013,16,Samstag,11,2013,4
203,204,Standard Class,424.9575,5,0.15,19.998,Corporate,West,California,Bookcases                                         ,Furniture,27,Sonntag,9,2015,2,Freitag,10,2015,5
204,205,First Class,209.979,7,0.7,-356.9643,Corporate,West,Arizona,Bookcases                                         ,Furniture,11,Mittwoch,5,2016,13,Freitag,5,2016,2
205,206,Standard Class,384.944,4,0.3,-126.4816,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Sonntag,7,2014,27,Sonntag,7,2014,7
206,207,Second Class,687.4,5,0.0,48.118,Home Office,Central,Wisconsin,Bookcases                                         ,Furniture,9,Samstag,8,2014,13,Mittwoch,8,2014,4
207,208,Second Class,579.136,4,0.2,21.7176,Corporate,East,New York,Bookcases                                         ,Furniture,15,Mittwoch,7,2015,19,Sonntag,7,2015,4
208,209,Standard Class,289.568,2,0.2,10.8588,Corporate,South,Florida,Bookcases                                         ,Furniture,21,Samstag,11,2015,26,Donnerstag,11,2015,5
209,210,Second Class,1266.86,7,0.0,291.3778,Consumer,South,Georgia,Bookcases                                         ,Furniture,1,Mittwoch,7,2015,3,Freitag,7,2015,2
210,211,Standard Class,452.45,5,0.5,-244.32299999999998,Corporate,East,Ohio,Bookcases                                         ,Furniture,2,Donnerstag,1,2014,9,Donnerstag,1,2014,7
211,212,Standard Class,1628.82,9,0.0,374.6286,Consumer,South,Georgia,Bookcases                                         ,Furniture,19,Donnerstag,5,2016,23,Montag,5,2016,4
212,213,Standard Class,361.96,2,0.0,83.2508,Corporate,East,Massachusetts,Bookcases                                         ,Furniture,10,Mittwoch,9,2014,14,Sonntag,9,2014,4
213,214,Standard Class,307.666,2,0.15,28.9568,Consumer,West,California,Bookcases                                         ,Furniture,28,Donnerstag,8,2014,4,Donnerstag,9,2014,7
214,215,Standard Class,78.8528,2,0.32,-11.595999999999998,Consumer,Central,Texas,Bookcases                                         ,Furniture,28,Mittwoch,12,2016,1,Sonntag,1,2017,4
215,216,Second Class,231.92,5,0.2,5.797999999999999,Corporate,South,Florida,Bookcases                                         ,Furniture,17,Donnerstag,7,2014,20,Sonntag,7,2014,3
216,217,Second Class,86.97,3,0.5,-48.7032,Home Office,East,Ohio,Bookcases                                         ,Furniture,21,Samstag,11,2015,25,Mittwoch,11,2015,4
217,218,Standard Class,231.92,5,0.2,5.797999999999999,Consumer,South,North Carolina,Bookcases                                         ,Furniture,26,Freitag,2,2016,1,Dienstag,3,2016,4
218,219,Standard Class,173.94,3,0.0,38.2668,Corporate,East,Maryland,Bookcases                                         ,Furniture,2,Freitag,1,2015,7,Mittwoch,1,2015,5
219,220,Second Class,46.38399999999999,1,0.2,1.1596,Corporate,East,New York,Bookcases                                         ,Furniture,15,Montag,9,2014,19,Freitag,9,2014,4
220,221,Second Class,344.981,7,0.15,28.4102,Consumer,West,California,Bookcases                                         ,Furniture,25,Montag,4,2016,27,Mittwoch,4,2016,2
221,222,Standard Class,115.96,2,0.0,25.5112,Consumer,West,Washington,Bookcases                                         ,Furniture,29,Freitag,7,2016,2,Dienstag,8,2016,4
222,223,Standard Class,115.96,4,0.5,-64.9376,Corporate,East,Ohio,Bookcases                                         ,Furniture,28,Samstag,5,2016,1,Mittwoch,6,2016,4
223,224,Second Class,2396.2656,4,0.32,-317.1528,Consumer,Central,Texas,Bookcases                                         ,Furniture,9,Mittwoch,9,2015,11,Freitag,9,2015,2
224,225,Standard Class,4228.704000000001,6,0.2,158.5764,Consumer,East,New York,Bookcases                                         ,Furniture,17,Mittwoch,9,2014,23,Dienstag,9,2014,6
225,226,First Class,1497.6660000000002,2,0.15,140.9568,Home Office,West,California,Bookcases                                         ,Furniture,8,Mittwoch,6,2016,10,Freitag,6,2016,2
226,227,Standard Class,3083.43,7,0.5,-1665.0522,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,17,Mittwoch,9,2014,21,Sonntag,9,2014,4
227,228,Standard Class,4404.9,5,0.0,1013.127,Corporate,East,Vermont,Bookcases                                         ,Furniture,8,Samstag,11,2014,12,Mittwoch,11,2014,4
228,229,First Class,1212.96,7,0.2,90.97200000000001,Consumer,West,California,Bookcases                                         ,Furniture,16,Donnerstag,6,2016,19,Sonntag,6,2016,3
229,230,Second Class,866.4,4,0.0,225.264,Consumer,South,Mississippi,Bookcases                                         ,Furniture,21,Sonntag,8,2016,23,Dienstag,8,2016,2
230,231,Standard Class,1212.96,8,0.3,-69.312,Corporate,Central,Texas,Bookcases                                         ,Furniture,11,Samstag,5,2013,16,Donnerstag,5,2013,5
231,232,Standard Class,866.4,4,0.0,225.264,Consumer,South,Kentucky,Bookcases                                         ,Furniture,3,Dienstag,2,2015,10,Dienstag,2,2015,7
232,233,Second Class,909.72,6,0.3,-51.983999999999995,Consumer,East,Ohio,Bookcases                                         ,Furniture,1,Sonntag,12,2013,3,Dienstag,12,2013,2
233,234,Standard Class,1516.2,7,0.0,394.212,Consumer,Central,Indiana,Bookcases                                         ,Furniture,13,Samstag,9,2014,18,Donnerstag,9,2014,5
234,235,Standard Class,897.15,3,0.0,251.202,Home Office,East,Connecticut,Chairs                                            ,Furniture,1,Donnerstag,12,2016,6,Dienstag,12,2016,5
235,236,Same Day,239.24,1,0.2,23.924,Consumer,South,Florida,Chairs                                            ,Furniture,6,Mittwoch,7,2016,6,Mittwoch,7,2016,0
236,237,Standard Class,478.48,2,0.2,47.848,Home Office,West,California,Chairs                                            ,Furniture,6,Samstag,7,2013,12,Freitag,7,2013,6
237,238,Second Class,717.72,3,0.2,71.77199999999999,Consumer,West,California,Chairs                                            ,Furniture,22,Montag,7,2013,24,Mittwoch,7,2013,2
238,239,First Class,478.48,2,0.2,47.848,Corporate,West,Oregon,Chairs                                            ,Furniture,21,Freitag,10,2016,22,Samstag,10,2016,1
239,240,First Class,717.72,3,0.2,71.77199999999999,Corporate,West,California,Chairs                                            ,Furniture,13,Samstag,9,2014,15,Montag,9,2014,2
240,241,Standard Class,518.2719999999999,8,0.2,-97.176,Home Office,West,California,Chairs                                            ,Furniture,20,Freitag,5,2016,24,Dienstag,5,2016,4
241,242,Standard Class,129.56799999999998,2,0.2,-24.294,Consumer,West,California,Chairs                                            ,Furniture,12,Dienstag,2,2013,18,Montag,2,2013,6
242,243,Second Class,56.68600000000001,1,0.3,-20.245,Corporate,Central,Texas,Chairs                                            ,Furniture,18,Freitag,4,2014,22,Dienstag,4,2014,4
243,244,Standard Class,647.84,8,0.0,32.391999999999996,Consumer,Central,Indiana,Chairs                                            ,Furniture,16,Sonntag,6,2013,22,Samstag,6,2013,6
244,245,First Class,194.352,3,0.2,-36.441,Consumer,West,California,Chairs                                            ,Furniture,13,Montag,4,2015,15,Mittwoch,4,2015,2
245,246,Standard Class,145.764,2,0.1,-8.097999999999999,Home Office,East,New York,Chairs                                            ,Furniture,13,Donnerstag,8,2015,17,Montag,8,2015,4
246,247,Standard Class,64.78399999999999,1,0.2,-12.147,Corporate,South,Florida,Chairs                                            ,Furniture,11,Sonntag,12,2016,17,Samstag,12,2016,6
247,248,First Class,433.56800000000004,2,0.2,-65.0352,Consumer,West,California,Chairs                                            ,Furniture,11,Freitag,10,2013,13,Sonntag,10,2013,2
248,249,Second Class,650.352,3,0.2,-97.5528,Corporate,West,Oregon,Chairs                                            ,Furniture,5,Donnerstag,11,2015,7,Samstag,11,2015,2
249,250,Second Class,569.058,3,0.3,-178.8468,Home Office,Central,Illinois,Chairs                                            ,Furniture,30,Donnerstag,6,2016,4,Montag,7,2016,4
250,251,Second Class,379.37199999999996,2,0.3,-119.2312,Home Office,Central,Texas,Chairs                                            ,Furniture,13,Samstag,6,2015,17,Mittwoch,6,2015,4
251,252,Second Class,887.2710000000001,3,0.3,-63.3765,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,20,Mittwoch,1,2016,25,Montag,1,2016,5
252,253,First Class,1352.0320000000002,4,0.2,84.50200000000001,Corporate,West,California,Chairs                                            ,Furniture,16,Montag,3,2015,17,Dienstag,3,2015,1
253,254,Standard Class,1690.04,4,0.0,422.51,Consumer,South,South Carolina,Chairs                                            ,Furniture,21,Sonntag,9,2014,26,Freitag,9,2014,5
254,255,Standard Class,1267.53,3,0.0,316.8825,Consumer,East,District of Columbia,Chairs                                            ,Furniture,27,Sonntag,4,2014,3,Samstag,5,2014,6
255,256,Standard Class,887.2710000000001,3,0.3,-63.3765,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,6,Sonntag,9,2015,10,Donnerstag,9,2015,4
256,257,Standard Class,127.38600000000001,2,0.3,-25.4772,Consumer,Central,Illinois,Chairs                                            ,Furniture,18,Freitag,11,2016,23,Mittwoch,11,2016,5
257,258,Standard Class,191.079,3,0.3,-38.2158,Consumer,Central,Illinois,Chairs                                            ,Furniture,1,Montag,6,2015,5,Freitag,6,2015,4
258,259,Standard Class,218.37599999999998,3,0.2,-10.9188,Consumer,South,Tennessee,Chairs                                            ,Furniture,21,Donnerstag,3,2013,25,Montag,3,2013,4
259,260,Second Class,272.97,3,0.0,43.6752,Corporate,East,Maryland,Chairs                                            ,Furniture,7,Montag,11,2016,9,Mittwoch,11,2016,2
